---- Page: "Transient"
---- Graph: "Transient"
---- Left Axis: LINEAR "Voltage (V)"
---- Bottom Axis: LINEAR "Time (s)"
---- Trace: 1 LEFT BOTTOM "V(4)"
0.000000000000e+00	0.000000000000e+00
1.562500000000e-08	3.926988293690e-05
3.125000000000e-08	7.853961447612e-05
6.250000000000e-08	1.570780177742e-04
1.250000000000e-07	3.141463462364e-04
2.500000000000e-07	6.282151815626e-04
5.000000000000e-07	1.255810390586e-03
1.000000000000e-06	2.506664671286e-03
2.000000000000e-06	4.973797743297e-03
3.562500000000e-06	8.657451630408e-03
5.125000000000e-06	1.200840450652e-02
6.687500000000e-06	1.489788113183e-02
8.250000000000e-06	1.721484054008e-02
9.812500000000e-06	1.887024328056e-02
1.137500000000e-05	1.980047315433e-02
1.293750000000e-05	1.996978194901e-02
1.450000000000e-05	1.937166322257e-02
1.606250000000e-05	1.802910234224e-02
1.762500000000e-05	1.599369316974e-02
1.918750000000e-05	1.334365533809e-02
2.075000000000e-05	1.018082831501e-02
2.231250000000e-05	6.626757769251e-03
2.387500000000e-05	2.818024638752e-03
2.543750000000e-05	-1.099003598249e-03
2.700000000000e-05	-4.973797743297e-03
2.856250000000e-05	-8.657451630408e-03
3.012500000000e-05	-1.200840450652e-02
3.168750000000e-05	-1.489788113183e-02
3.325000000000e-05	-1.721484054008e-02
3.481250000000e-05	-1.887024328056e-02
3.637500000000e-05	-1.980047315433e-02
3.793750000000e-05	-1.996978194901e-02
3.950000000000e-05	-1.937166322257e-02
4.106250000000e-05	-1.802910234224e-02
4.262500000000e-05	-1.599369316974e-02
4.418750000000e-05	-1.334365533809e-02
4.575000000000e-05	-1.018082831501e-02
4.731250000000e-05	-6.626757769251e-03
4.887500000000e-05	-2.818024638752e-03
5.043750000000e-05	1.099003598249e-03
5.200000000000e-05	4.973797743297e-03
5.356250000000e-05	8.657451630408e-03
5.512500000000e-05	1.200840450652e-02
5.668750000000e-05	1.489788113183e-02
5.825000000000e-05	1.721484054008e-02
5.981250000000e-05	1.887024328056e-02
6.137500000000e-05	1.980047315433e-02
6.293750000000e-05	1.996978194901e-02
6.450000000000e-05	1.937166322257e-02
6.606250000000e-05	1.802910234224e-02
6.762500000000e-05	1.599369316974e-02
6.918750000000e-05	1.334365533809e-02
7.075000000000e-05	1.018082831501e-02
7.231250000000e-05	6.626757769251e-03
7.387500000000e-05	2.818024638752e-03
7.543750000000e-05	-1.099003598249e-03
7.700000000000e-05	-4.973797743297e-03
